model,rt,error,size_condition,cat_condition,rand_condition,block_type
0,1.9036172e-05,0.0,s_ma,c_ms,c_ms,blocked
0,1.0344177e-05,0.0,s_ma,c_ms,c_ms,blocked
0,1.0676526e-05,0.0,s_ma,c_ms,c_ma,blocked
0,6.5741046e-06,0.0,s_ma,c_ms,c_ms,blocked
0,0.33684212,0.0,s_ms,c_ma,c_ms,blocked
0,0.41814032,0.0,s_ms,c_ma,c_ma,blocked
0,0.46205324,0.0,s_ms,c_ma,c_ma,blocked
0,0.40531367,0.0,s_ms,c_ma,c_ms,blocked
0,0.33585495,0.0,s_ms,c_ma,c_ms,blocked
0,4.262586e-06,0.0,s_ma,c_ma,c_ma,blocked
0,1.2518902e-05,0.0,s_ma,c_ma,c_ms,blocked
0,6.671061e-07,0.0,s_ma,c_ma,c_ma,blocked
0,3.54904e-07,0.0,s_ma,c_ma,c_ms,blocked
0,6.1543574e-06,0.0,s_ma,c_ma,c_ms,interleaved
0,4.4780486e-06,0.0,s_ma,c_ma,c_ma,interleaved
0,4.714338e-05,0.0,s_ma,c_ma,c_ms,interleaved
0,2.1058963e-06,0.0,s_ma,c_ma,c_ms,interleaved
0,0.38205123,0.0,s_ms,c_ma,c_ms,interleaved
0,0.5185309,1.0,s_ms,c_ma,c_ma,interleaved
0,0.26444894,0.0,s_ms,c_ma,c_ma,interleaved
0,0.41523588,0.0,s_ms,c_ma,c_ms,interleaved
0,0.5049351,1.0,s_ms,c_ma,c_ma,interleaved
0,3.1879645e-06,0.0,s_ma,c_ms,c_ma,interleaved
0,0.00017284373,0.0,s_ma,c_ms,c_ms,interleaved
0,2.1932078e-06,0.0,s_ma,c_ms,c_ms,interleaved
0,1.0726447e-06,0.0,s_ma,c_ms,c_ma,interleaved
0,5.4975646e-07,0.0,s_ma,c_ms,c_ma,interleaved
0,0.52345806,1.0,s_ms,c_ms,c_ms,interleaved
0,0.28821898,0.0,s_ms,c_ms,c_ma,interleaved
0,0.34381032,0.0,s_ms,c_ms,c_ms,interleaved
0,0.47802144,0.0,s_ms,c_ms,c_ma,interleaved
0,0.23342708,0.0,s_ms,c_ms,c_ms,interleaved
0,6.694121e-06,0.0,s_ma,c_ma,c_ms,interleaved
0,2.3700732e-05,0.0,s_ma,c_ma,c_ms,interleaved
0,1.8060926e-05,0.0,s_ma,c_ma,c_ma,interleaved
0,7.064753e-06,0.0,s_ma,c_ma,c_ma,interleaved
0,0.47047648,0.0,s_ms,c_ma,c_ma,interleaved
0,0.5975288,1.0,s_ms,c_ma,c_ms,interleaved
0,0.40897238,0.0,s_ms,c_ma,c_ms,interleaved
0,0.57668483,1.0,s_ms,c_ma,c_ma,interleaved
0,0.5979724,1.0,s_ms,c_ma,c_ms,interleaved
0,2.308627e-05,0.0,s_ma,c_ms,c_ms,interleaved
0,3.8479106e-05,0.0,s_ma,c_ms,c_ma,interleaved
0,2.7181066e-05,0.0,s_ma,c_ms,c_ma,interleaved
0,9.946589e-06,0.0,s_ma,c_ms,c_ms,interleaved
0,5.827016e-06,0.0,s_ma,c_ms,c_ms,interleaved
0,0.57309747,1.0,s_ms,c_ms,c_ma,interleaved
0,0.19761673,0.0,s_ms,c_ms,c_ms,interleaved
0,0.5128101,1.0,s_ms,c_ms,c_ma,interleaved
0,0.6415607,1.0,s_ms,c_ms,c_ms,interleaved
0,0.4211563,0.0,s_ms,c_ms,c_ma,interleaved
0,4.926489e-06,0.0,s_ma,c_ma,c_ma,interleaved
0,2.6015206e-05,0.0,s_ma,c_ma,c_ms,interleaved
0,5.378931e-06,0.0,s_ma,c_ma,c_ms,interleaved
0,1.5187505e-05,0.0,s_ma,c_ma,c_ms,interleaved
0,0.34786573,0.0,s_ms,c_ma,c_ms,interleaved
0,0.53096175,1.0,s_ms,c_ma,c_ma,interleaved
0,0.35320377,0.0,s_ms,c_ma,c_ma,interleaved
0,0.53569794,1.0,s_ms,c_ma,c_ms,interleaved
0,0.43344486,0.0,s_ms,c_ma,c_ma,interleaved
